X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-119.7897049,36.7368058000001,3028,1001657,FRESNO COUNTY SHERIFFS OFFICE,2200 FRESNO STREET,FRESNO,CA,93721,1703,(559) 488-3939,SHERIFF'S OFFICE,OPEN,1124,FRESNO,06019,USA,36.7368058000001,-119.7897049,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,10005313,13219820,-999,-999,0,5,0,0,461,663,0,40
-119.10294,35.3487979000001,3029,1001446,CALIFORNIA STATE UNIVERSITY POLICE DEPARTMENT,9001 STOCKDALE HIGHWAY,BAKERSFIELD,CA,93311,1022,(661) 664-2111,SPECIAL JURISDICTION,OPEN,17,KERN,06029,USA,35.3487979000001,-119.10294,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13590750,1,11,0,0,0,0,10,7,0,12
-117.1209965,32.8189472,3030,1002137,SAN DIEGO COUNTY SHERIFFS DEPARTMENT,9621 RIDGEHAVEN COURT,SAN DIEGO,CA,92123,1636,(858) 974-2240,SHERIFF'S OFFICE,OPEN,3944,SAN DIEGO,06073,USA,32.8189472,-117.1209965,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13846180,-999,-999,0,18,9,0,1322,2622,68,75
-122.6383489,41.7303551000001,3031,1002412,SISKIYOU COUNTY SHERIFFS DEPARTMENT,305 BUTTE STREET,YREKA,CA,96097,2942,(530) 842-8300,SHERIFF'S OFFICE,OPEN,123,SISKIYOU,06093,USA,41.7303551000001,-122.6383489,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,10005247,12049400,-999,-999,0,5,0,0,62,61,15,5
-118.3971919,33.9483841000001,3034,1001823,LOS ANGELES WORLD AIRPORTS POLICE DEPARTMENT,6320 WEST 96TH STREET,LOS ANGELES,CA,90045,5233,(310) 646-8978,SPECIAL JURISDICTION,OPEN,1200,LOS ANGELES,06037,USA,33.9483841000001,-118.3971919,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13964590,3,32,0,0,0,0,577,623,0,0
-122.0446143,38.2522579000001,3035,1001628,FAIRFIELD POLICE DEPARTMENT,1000 WEBSTER STREET,FAIRFIELD,CA,94533,4836,(707) 428-7300,LOCAL POLICE DEPARTMENT,OPEN,193,SOLANO,06095,USA,38.2522579000001,-122.0446143,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13185010,-999,-999,0,0,0,0,124,69,1,4
-118.13874414,34.0232228240001,3074,1001884,MONTEBELLO UNIFIED SCHOOL DISTRICT POLICE DEPARTMENT,500 NORTH HENDRICKS STREET,MONTEBELLO,CA,90640,1566,(323) 887-7916,SPECIAL JURISDICTION,OPEN,60,LOS ANGELES,06037,USA,34.0232228240001,-118.13874414,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13934990,1,14,0,1,0,0,8,52,28,0
-117.382579754,33.9727373650001,3075,1002057,RIVERSIDE COLLEGE DISTRICT POLICE DEPARTMENT,4800 MAGNOLIA AVENUE,RIVERSIDE,CA,92506,1201,(951) 222-8172,SPECIAL JURISDICTION,OPEN,32,RIVERSIDE,06065,USA,33.9727373650001,-117.382579754,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13832580,1,12,0,3,2,0,22,10,6,36
-117.5770155,33.8771018,3076,1001557,CORONA POLICE DEPARTMENT,849 WEST 6TH STREET,CORONA,CA,92882,3238,(951) 736-2330,LOCAL POLICE DEPARTMENT,OPEN,263,RIVERSIDE,06065,USA,33.8771018,-117.5770155,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13128110,-999,-999,0,1,1,0,179,84,0,16
-121.1627737,38.6824495000001,3077,1001639,CITY OF FOLSOM POLICE DEPARTMENT,46 NATOMA STREET,FOLSOM,CA,95630,2614,(916) 355-7230,LOCAL POLICE DEPARTMENT,OPEN,116,SACRAMENTO,06067,USA,38.6824495000001,-121.1627737,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13995490,-999,-999,0,0,1,0,88,28,0,10
-117.301379573,34.444580049,3078,1001707,HESPERIA UNIFIED SCHOOL DISTRICT POLICE DEPARTMENT,16527 LEMON STREET,HESPERIA,CA,92345,2133,(760) 244-1771,SPECIAL JURISDICTION,OPEN,11,SAN BERNARDINO,06071,USA,34.444580049,-117.301379573,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13508150,1,14,0,5,0,0,7,4,0,0
-118.118127354,34.144590351,3079,1001980,PASADENA CITY COLLEGE POLICE AND SAFETY SERVICES DEPARTMENT,1570 EAST COLORADO BOULEVARD,PASADENA,CA,91106,2003,(626) 585-7627,SPECIAL JURISDICTION,OPEN,14,LOS ANGELES,06037,USA,34.144590351,-118.118127354,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13685760,1,12,0,0,0,0,9,5,0,0
-117.847426084,33.7430968510001,3080,1002228,SANTA ANA UNIFIED SCHOOL DISTRICT POLICE DEPARTMENT,1601 EAST CHESTNUT AVENUE,SANTA ANA,CA,92701,6322,(714) 558-5535,SPECIAL JURISDICTION,OPEN,26,ORANGE,06059,USA,33.7430968510001,-117.847426084,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13043000,1,14,0,1,0,0,21,5,2,5
-121.850360392,36.5872588780001,3081,1001887,MONTEREY PENINSULA AIRPORT POLICE DEPARTMENT,"200 FRED KANE DRIVE, 2ND FLOOR",MONTEREY,CA,93940,5353,(831) 648-7000,SPECIAL JURISDICTION,OPEN,7,MONTEREY,06053,USA,36.5872588780001,-121.850360392,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13472940,3,32,0,0,0,0,7,0,2,0
-115.5634791,32.7483214000001,3082,1001608,IMPERIAL COUNTY SHERIFFS DEPARTMENT,328 APPLESTILL ROAD,EL CENTRO,CA,92243,9661,(760) 339-6301,SHERIFF'S OFFICE,OPEN,287,IMPERIAL,06025,USA,32.7483214000001,-115.5634791,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,10000880,13722470,-999,-999,0,3,0,0,109,178,13,0
-122.133701816,38.019280849,3083,1001849,CONTRA COSTA COUNTY SHERIFF'S OFFICE,651 PINE ST,MARTINEZ,CA,94553,NOT AVAILABLE,NOT AVAILABLE,SHERIFF'S OFFICE,OPEN,1007,CONTRA COSTA,06013,USA,38.019280849,-122.133701816,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,10002326,12109030,-999,-999,0,4,5,0,679,328,0,2
-117.692981371,34.073734277,3084,1001881,MONTCLAIR POLICE DEPARTMENT,5111 BENITO STREET,MONTCLAIR,CA,91763,NOT AVAILABLE,NOT AVAILABLE,LOCAL POLICE DEPARTMENT,OPEN,84,SAN BERNARDINO,06071,USA,34.073734277,-117.692981371,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13692560,-999,-999,0,1,1,0,58,26,3,5
-122.135305036,38.019135625,3085,1001848,CONTRA COSTA COMMUNITY COLLEGE DISTRICT POLICE,500 COURT ST,MARTINEZ,CA,94553,NOT AVAILABLE,NOT AVAILABLE,SPECIAL JURISDICTION,OPEN,34,CONTRA COSTA,06013,USA,38.019135625,-122.135305036,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13476940,1,12,0,4,0,0,23,11,0,35
-117.916551188,33.6741160300001,3086,1001562,COAST COMMUNITY COLLEGE DISTRICT POLICE,1370 ADAMS AVE,COSTA MESA,CA,92626,NOT AVAILABLE,NOT AVAILABLE,SPECIAL JURISDICTION,OPEN,11,ORANGE,06059,USA,33.6741160300001,-117.916551188,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13682360,1,12,0,0,0,0,1,10,0,38
-122.415819819,37.7811653570001,3413,1002174,UNIVERSITY OF CALIFORNIA - HASTINGS COLLEGE OF LAW POLICE,200 MCALLISTER ST,SAN FRANCISCO,CA,94102,NOT AVAILABLE,NOT AVAILABLE,SPECIAL JURISDICTION,OPEN,14,SAN FRANCISCO,06075,USA,37.7811653570001,-122.415819819,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13320730,1,11,0,0,0,0,14,0,3,0
-123.68555705,41.065341247,3429,1001714,HOOPA TRIBAL DEPARTMENT OF PUBLIC SAFETY,12637 CA 96,HOOPA,CA,95546,NOT AVAILABLE,NOT AVAILABLE,LOCAL POLICE DEPARTMENT,OPEN,14,HUMBOLDT,06023,USA,41.065341247,-123.68555705,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13995090,-999,-999,1,0,0,0,6,8,0,0
-121.492730668,38.640780616,3438,1002077,CALIFORNIA DEPT. OF ALCOHOLIC BEVERAGE CONTROL,3927 LENNANE DR,SACRAMENTO,CA,95834,NOT AVAILABLE,NOT AVAILABLE,SPECIAL JURISDICTION,OPEN,420,SACRAMENTO,06067,USA,38.640780616,-121.492730668,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13416540,5,51,0,26,0,0,170,250,0,40
-122.4099534,37.7987276000001,3589,1002163,SAN FRANCISCO POLICE DEPARTMENT - CENTRAL STATION,766 VALLEJO STREET,SAN FRANCISCO,CA,94133,3818,(415) 315-2400,LOCAL POLICE DEPARTMENT,OPEN,-999,SAN FRANCISCO,06075,USA,37.7987276000001,-122.4099534,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-120.6166722,35.1021555,3616,1001946,SAN LUIS OBISPO COUNTY SHERIFFS DEPARTMENT - SOUTH STATION,1681 FRONT STREET,OCEANO,CA,93445,9407,(805) 473-7100,SHERIFF'S OFFICE,OPEN,-999,SAN LUIS OBISPO,06079,USA,35.1021555,-120.6166722,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.2354463,37.7812508000001,3633,1001938,ALAMEDA COUNTY SHERIFFS OFFICE - AC TRANSIT,2425 EAST 12TH STREET,OAKLAND,CA,94601,1016,(510) 268-7905,SHERIFF'S OFFICE,OPEN,-999,ALAMEDA,06001,USA,37.7812508000001,-122.2354463,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.2084397,37.7295463,3642,1001939,ALAMEDA COUNTY SHERIFFS OFFICE - AIRPORT POLICE SERVICES,8980 EARHART ROAD,OAKLAND,CA,94621,4546,(510) 563-2940,SHERIFF'S OFFICE,OPEN,-999,ALAMEDA,06001,USA,37.7295463,-122.2084397,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-124.0848136,40.8672929000001,3683,1001426,ARCATA POLICE DEPARTMENT,736 F STREET,ARCATA,CA,95521,6211,(707) 822-2426,LOCAL POLICE DEPARTMENT,OPEN,29,HUMBOLDT,06023,USA,40.8672929000001,-124.0848136,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13787570,-999,-999,0,0,0,0,21,8,1,11
-122.2699491,37.5595052,3684,1001647,FOSTER CITY POLICE DEPARTMENT,1030 EAST HILLSDALE BOULEVARD,FOSTER CITY,CA,94404,1604,(650) 286-3300,LOCAL POLICE DEPARTMENT,OPEN,56,SAN MATEO,06081,USA,37.5595052,-122.2699491,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13892080,-999,-999,0,1,0,1,39,17,0,0
-119.2993348,36.3283640000001,3685,1002367,VISALIA POLICE DEPARTMENT,303 SOUTH JOHNSON STREET,VISALIA,CA,93291,6135,(559) 713-4215,LOCAL POLICE DEPARTMENT,OPEN,195,TULARE,06107,USA,36.3283640000001,-119.2993348,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13058300,-999,-999,0,2,3,0,136,59,7,19
-122.2766301,37.5181014,3686,1001467,BELMONT POLICE DEPARTMENT,"1 TWIN PINES LANE, SUITE 160",BELMONT,CA,94002,NOT AVAILABLE,(650) 595-7400,LOCAL POLICE DEPARTMENT,OPEN,45,SAN MATEO,06081,USA,37.5181014,-122.2766301,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13215520,-999,-999,0,0,0,0,32,13,0,8
-121.7677821,38.6750971000001,3687,1002405,WOODLAND POLICE DEPARTMENT,1000 LINCOLN AVENUE,WOODLAND,CA,95695,NOT AVAILABLE,(530) 661-7800,LOCAL POLICE DEPARTMENT,OPEN,92,YOLO,06113,USA,38.6750971000001,-121.7677821,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13599450,-999,-999,0,0,0,0,65,27,0,0
-121.9056423,37.3493214000001,3688,1002187,SAN JOSE POLICE DEPARTMENT,201 WEST MISSION STREET,SAN JOSE,CA,95110,1701,(408) 277-8900,LOCAL POLICE DEPARTMENT,OPEN,1737,SANTA CLARA,06085,USA,37.3493214000001,-121.9056423,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13415640,-999,-999,0,0,3,0,1382,355,0,43
-121.2326635,38.7880362000001,3689,1002064,ROCKLIN POLICE DEPARTMENT,4080 ROCKLIN ROAD,ROCKLIN,CA,95677,2722,(916) 625-5400,LOCAL POLICE DEPARTMENT,OPEN,83,PLACER,06061,USA,38.7880362000001,-121.2326635,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13629560,-999,-999,0,0,0,0,54,29,2,4
-117.9189654,33.830232,3690,1001419,ANAHEIM POLICE DEPARTMENT,425 SOUTH HARBOR BOULEVARD,ANAHEIM,CA,92805,3704,(714) 765-1900,LOCAL POLICE DEPARTMENT,OPEN,594,ORANGE,06059,USA,33.830232,-117.9189654,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10006482,11402520,-999,-999,0,2,2,0,398,196,14,128
-120.9548237,37.5923439000001,3691,1001520,CERES POLICE DEPARTMENT,2727 THIRD STREET,CERES,CA,95307,3219,(209) 538-5713,LOCAL POLICE DEPARTMENT,OPEN,67,STANISLAUS,06099,USA,37.5923439000001,-120.9548237,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13018700,-999,-999,0,0,0,0,45,22,3,0
-116.963487,32.8084893000001,3692,1001603,EL CAJON POLICE DEPARTMENT,100 FLETCHER PARKWAY,EL CAJON,CA,92020,2505,(619) 579-3351,LOCAL POLICE DEPARTMENT,OPEN,180,SAN DIEGO,06073,USA,32.8084893000001,-116.963487,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13139610,-999,-999,0,0,2,0,120,60,0,0
-121.9532047,36.9746347,3693,1001507,CAPITOLA POLICE DEPARTMENT,422 CAPITOLA AVENUE,CAPITOLA,CA,95010,3318,(831) 475-4242,LOCAL POLICE DEPARTMENT,OPEN,33,SANTA CRUZ,06087,USA,36.9746347,-121.9532047,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13150010,-999,-999,0,0,1,0,22,11,0,4
-121.967916,37.7764625,3694,1002217,SAN RAMON POLICE DEPARTMENT,2220 CAMINO RAMON,SAN RAMON,CA,94583,1350,(925) 973-2700,LOCAL POLICE DEPARTMENT,OPEN,74,CONTRA COSTA,06013,USA,37.7764625,-121.967916,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13832480,-999,-999,0,3,1,0,56,18,0,0
-115.5364394,32.9789125,3695,1001481,BRAWLEY POLICE DEPARTMENT,351 MAIN STREET,BRAWLEY,CA,92227,2419,(760) 344-2111,LOCAL POLICE DEPARTMENT,OPEN,41,IMPERIAL,06025,USA,32.9789125,-115.5364394,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13984390,-999,-999,0,0,0,0,28,13,0,1
-115.5646947,32.7931484000001,3696,1001607,EL CENTRO POLICE DEPARTMENT,150 NORTH 11TH STREET,EL CENTRO,CA,92243,2836,(760) 352-2111,LOCAL POLICE DEPARTMENT,OPEN,75,IMPERIAL,06025,USA,32.7931484000001,-115.5646947,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13747870,-999,-999,0,0,0,0,54,21,2,0
